,Compound,Date,Negative,Neutral,Positive,Tweets ago,tweet_text,twitter source account
89,-0.4019,2018-04-09 11:00:09,0.153,0.847,0.0,89,"5 things for Monday:

- Syria
- Alaska 'bathroom bill'
- Hungary election
- Canada bus crash
- Tony Robbins and… https://t.co/4MGWimP6ee",@CNN
90,-0.802,2018-04-09 10:58:02,0.444,0.556,0.0,90,Army identifies two soldiers killed in Kentucky helicopter crash https://t.co/Dqje3GDcLG https://t.co/rXwFCMGiXH,@CNN
91,-0.3182,2018-04-09 10:52:06,0.246,0.628,0.126,91,Syria attack response looms over John Bolton's first week as national security adviser https://t.co/iqhidMOnZO https://t.co/YKp7r5Vlt0,@CNN
92,0.0,2018-04-09 10:50:07,0.0,1.0,0.0,92,"When Congress returns Monday from a two-week recess, all eyes will be on Facebook CEO Mark Zuckerberg as he takes t… https://t.co/rvKkEqwlqD",@CNN
93,-0.4588,2018-04-09 10:46:04,0.25,0.75,0.0,93,"A year after the US attacked Syria, what's changed? https://t.co/fD4i63D5cc https://t.co/T2skoyLYDv",@CNN
94,0.2263,2018-04-09 10:45:04,0.14,0.628,0.232,94,Should Democrats worry that a blue wave is being treated like a sure thing? | Analysis by @zbyronwolf … https://t.co/ic7X2vHlwu,@CNN
95,-0.6249,2018-04-09 10:41:02,0.389,0.611,0.0,95,"Muenster van attack driver acted alone, police say https://t.co/0ImvR5IoMW https://t.co/BweBbbfH2O",@CNN
96,0.0,2018-04-09 10:35:35,0.0,1.0,0.0,96,Bill Cosby's retrial begins in Pennsylvania today -- the first time the comedian's case returns to court since the… https://t.co/mKOcWGBE5R,@CNN
97,0.0,2018-04-09 10:35:05,0.0,1.0,0.0,97,"Republican Sen. John McCain says President Trump ""emboldened"" Syrian leader Bashar al-Assad with comments on US wit… https://t.co/2Dm4Cpqyla",@CNN
98,0.0,2018-04-09 10:31:07,0.0,1.0,0.0,98,"New Trump adviser is ""not much of a carrot man"" https://t.co/5yAePVYewm | via @CNNopinion https://t.co/Cib9B7ZUTl",@CNN
99,-0.3182,2018-04-09 10:26:01,0.112,0.837,0.051,99,Several cities and states have taken matters into their own hands on gun regulation since the February 14 Parkland… https://t.co/f9mmASATVg,@CNN
0,0.0,2018-04-09 21:28:49,0.0,1.0,0.0,0,"FBI raids home, office of Trump attorney Michael Cohen, under scrutiny over Stormy Daniels payments - via… https://t.co/iEZix1mxgI",@FoxNews
1,0.3182,2018-04-09 21:25:15,0.122,0.667,0.212,1,.@kimguilfoyle on alleged chemical attack in Syria: “Now this is an opportunity for @POTUS to show his resolve and… https://t.co/6JikwJNlU3,@FoxNews
2,0.0,2018-04-09 21:14:17,0.0,1.0,0.0,2,"UPDATE: FBI raids home, office of #Trump attorney Michael Cohen, under scrutiny over Stormy Daniels payments https://t.co/CJbWkVS79j",@FoxNews
3,0.0,2018-04-09 20:51:00,0.0,1.0,0.0,3,Fleetwood Mac replacing Lindsey Buckingham before upcoming tour https://t.co/fVF9Mp9opJ,@FoxNews
4,-0.802,2018-04-09 20:41:00,0.474,0.526,0.0,4,Opioid crisis worse than Pablo Escobar era: ex-DEA agents https://t.co/c3DMnxYixV,@FoxNews
5,0.0,2018-04-09 20:30:25,0.0,1.0,0.0,5,"BREAKING: Feds seize documents from #Trump attorney Michael Cohen, AP reports https://t.co/AlkKHP0WVT",@FoxNews
6,0.5859,2018-04-09 20:29:27,0.0,0.798,0.202,6,.@nikkihaley: “We have reached the moment when the world must see justice done. History will record this as the mom… https://t.co/PKo1hhqM84,@FoxNews
7,0.4215,2018-04-09 20:23:26,0.0,0.877,0.123,7,.@nikkihaley: “What we are dealing with today is not about a spat between the United States and Russia. This is abo… https://t.co/UtEWInHzYg,@FoxNews
8,-0.6369,2018-04-09 20:17:40,0.208,0.792,0.0,8,.@nikkihaley: “We must not overlook Russia and Iran’s roles in enabling the Assad regime’s murderous destruction.” https://t.co/wcfeCswMbG,@FoxNews
9,-0.5106,2018-04-09 20:08:00,0.325,0.552,0.123,9,Teachers Union Threatens Wells Fargo: 'Ditch' NRA or Lose Our Business https://t.co/RVPCKD9VBg,@FoxNews
10,0.0,2018-04-09 19:58:40,0.0,1.0,0.0,10,"JUST IN: Israel gave heads-up to US before launching airstrike on Syria, US official says https://t.co/1nO6QysDyf",@FoxNews
11,0.0,2018-04-09 19:51:11,0.0,1.0,0.0,11,Facebook CEO Zuckerberg testimony: ‘too slow’ in Russia interference response (via @FoxBusiness) https://t.co/bsQw2mfxqL,@FoxNews
12,0.0,2018-04-09 19:40:00,0.0,1.0,0.0,12,"Brandon Judd: 'When We Have the National Guard on the Border, the Cartels Take Notice' https://t.co/WiInGzgyO0",@FoxNews
13,0.5574,2018-04-09 19:31:00,0.0,0.769,0.231,13,Right to carry guns in schools case headed to Michigan Supreme Court https://t.co/qFnfZPQdAO,@FoxNews
14,-0.836,2018-04-09 19:22:00,0.418,0.582,0.0,14,Gov. Walker: Democrats' Rhetoric Ahead of Midterms Filled With 'Hatred and Anger' https://t.co/3hO7y7q4ir,@FoxNews
15,-0.4939,2018-04-09 19:14:00,0.286,0.714,0.0,15,New foam armor for tanks can pulverize enemies https://t.co/LZQv9MQFJy,@FoxNews
16,0.0,2018-04-09 19:01:08,0.0,1.0,0.0,16,".@PressSec: “The president wants to bring our troops home after we complete the mission to eradicate ISIS in Syria."" https://t.co/vkJPE2gzaU",@FoxNews
17,0.34,2018-04-09 18:55:15,0.0,0.876,0.124,17,.@PressSec: “The president and his national security team are consulting closely with allies and partners to determ… https://t.co/gtCxEaN9nc,@FoxNews
18,0.0,2018-04-09 18:48:04,0.0,1.0,0.0,18,.@PressSec Sarah Sanders holds a briefing https://t.co/YxMR6d0PDd,@FoxNews
19,0.0,2018-04-09 18:37:54,0.0,1.0,0.0,19,".@SenBillNelson on Mark Zuckerberg's upcoming testimony: If we don’t do something about this, we’re not going to ha… https://t.co/90Dgie3h0M",@FoxNews
20,-0.34,2018-04-09 18:31:57,0.211,0.789,0.0,20,Georgia reignites longstanding feud over border with northern neighbors https://t.co/HNQBOEfStS,@FoxNews
21,0.7579,2018-04-09 18:30:55,0.0,0.745,0.255,21,.@FLGovScott on @dailybriefing: “We have to make sure we defend our own borders and defend the freedom of this coun… https://t.co/jB9CN4Uoqs,@FoxNews
22,0.0,2018-04-09 18:25:11,0.0,1.0,0.0,22,.@FLGovScott on @dailybriefing: “I believe that we can change Washington.” https://t.co/etdgQ3PUtP https://t.co/M5vF2Fem6G,@FoxNews
23,0.0,2018-04-09 18:22:31,0.0,1.0,0.0,23,"Ex-AG Lynch: Clinton tarmac talk was about 'innocuous things' - via @brookefoxnews 
https://t.co/Dv1DOgEbXi",@FoxNews
24,-0.4767,2018-04-09 18:13:10,0.171,0.829,0.0,24,".@POTUS calls Syria chemical attack 'atrocious,' says U.S. to make 'major decisions' in coming hours https://t.co/TihuiGkTVR",@FoxNews
25,0.0,2018-04-09 17:33:59,0.0,1.0,0.0,25,Hiker Meets Reindeer Herd in Cairngorms National Park in Scotland https://t.co/hOowjIx64X,@FoxNews
26,0.0,2018-04-09 17:29:29,0.0,1.0,0.0,26,"Brandon Judd: 'When We Have the National Guard on the Border, the Cartels Take Notice' https://t.co/ekjweddTYh",@FoxNews
27,-0.836,2018-04-09 17:15:47,0.418,0.582,0.0,27,Gov. @ScottWalker: Democrats' Rhetoric Ahead of Midterms Filled With 'Hatred and Anger' https://t.co/wf9kbtInq6,@FoxNews
28,0.2023,2018-04-09 16:47:47,0.135,0.676,0.189,28,Puppy in Texas Rescued After Getting Head Stuck in Car Wheel https://t.co/rJwe7uUEpy,@FoxNews
29,0.0,2018-04-09 16:36:06,0.0,1.0,0.0,29,.@POTUS orders National Guard to the southern border https://t.co/0RXkQA4C3x,@FoxNews
30,0.0,2018-04-09 16:25:49,0.0,1.0,0.0,30,"US Attorney John Lausch to oversee FISA warrant document release - via @brookefoxnews @JakeBGibson 
https://t.co/U6X5kS5ZCD",@FoxNews
31,-0.128,2018-04-09 16:25:41,0.111,0.889,0.0,31,Solar storm could strike Earth this week: What you need to know https://t.co/ji311frJMA,@FoxNews
32,0.0,2018-04-09 16:22:56,0.0,1.0,0.0,32,US Attorney John Lausch to oversee FISA warrant document release https://t.co/9WPO96H5iu,@FoxNews
33,0.0,2018-04-09 16:21:48,0.0,1.0,0.0,33,Secretary Mattis on Possible US Military Action Against Assad: 'I Don't Rule Out Anything' https://t.co/RiGBLS5PQn,@FoxNews
34,-0.5574,2018-04-09 16:15:47,0.338,0.662,0.0,34,"Mattis faults Russia on Syria, won't rule out US strike https://t.co/wOB9EKByH9",@FoxNews
35,-0.2263,2018-04-09 16:12:51,0.094,0.851,0.055,35,.@POTUS: “We need a wall… It’ll stop a lot of people that we don’t want in this country from coming into our countr… https://t.co/55wEoECcWe,@FoxNews
36,0.0,2018-04-09 16:10:12,0.0,1.0,0.0,36,.@POTUS: “We’re putting the National Guard and military at the border. We’re beefing up the border patrol.” https://t.co/JGa4JiYLZE,@FoxNews
37,0.5859,2018-04-09 16:06:20,0.0,0.798,0.202,37,.@POTUS on trade: “China has been taking advantage of the United States for many years… They have really done a num… https://t.co/XbqM27U4AX,@FoxNews
38,-0.7351,2018-04-09 16:03:05,0.246,0.754,0.0,38,".@POTUS on the alleged Syria chemical attack: “It was an atrocious attack, it was horrible… We’ll be making some ma… https://t.co/NLaDnkB6fs",@FoxNews
39,-0.3182,2018-04-09 15:48:51,0.187,0.813,0.0,39,.@Richardafowler on escalating trade tension between China and the U.S. https://t.co/cEPZmWKl72,@FoxNews
40,-0.3182,2018-04-09 15:41:12,0.247,0.753,0.0,40,Alex Conant: “Everyone loses in a trade war.” https://t.co/pPKIsqKU3f,@FoxNews
41,0.0,2018-04-09 15:30:54,0.0,1.0,0.0,41,RT @FoxBusiness: Dow at session highs: https://t.co/I7RKNQgnlb https://t.co/6GPmRL0K23,@FoxNews
42,0.128,2018-04-09 15:20:42,0.0,0.88,0.12,42,'Shirtless' daredevil draped in American flag climbs 200-foot crane in Hollywood https://t.co/LObFSY5JsF,@FoxNews
43,-0.296,2018-04-09 15:06:25,0.145,0.855,0.0,43,"Breaking News: Body of Tennessee double-murder suspect believed to be found, sheriff says https://t.co/lEbAZCvlrf",@FoxNews
44,0.0,2018-04-09 14:43:27,0.0,1.0,0.0,44,Toddler on American Airlines flight hit in head with oxygen canister that fell from ceiling during landing https://t.co/BO5ZoXFtDO,@FoxNews
45,0.0,2018-04-09 14:36:36,0.0,1.0,0.0,45,"Brandon Judd: “When we have the National Guard on the border, the cartels take notice.” https://t.co/zQ5dC38M6D",@FoxNews
46,0.3182,2018-04-09 14:34:51,0.0,0.874,0.126,46,"“It’s going to be a huge boon."" – Brandon Judd on @USNationalGuard troops heading to the southern border https://t.co/HpdVpSk2WD",@FoxNews
47,0.0,2018-04-09 14:29:26,0.0,1.0,0.0,47,Texas Gov on Sending Nat'l Guard to Border: 'There's a Mathematical Need For This' https://t.co/zaGRhlMHdb,@FoxNews
48,-0.5574,2018-04-09 14:26:01,0.231,0.769,0.0,48,Horse trailer carrying at least 18 illegal immigrants crashes in Southern California https://t.co/vDBNYCcCfP,@FoxNews
49,0.0,2018-04-09 14:23:41,0.0,1.0,0.0,49,"Mac Thornberry: ""We’ve got to do whatever it takes to have planes that fly and have training that is appropriate fo… https://t.co/PxyBSYRb7e",@FoxNews
50,0.4576,2018-04-09 14:20:34,0.0,0.88,0.12,50,"Mac Thornberry: “What we do speaks much more clearly than what we say, and to show Putin and Assad and everybody el… https://t.co/pXOMQvtSfZ",@FoxNews
51,0.0,2018-04-09 14:15:12,0.0,1.0,0.0,51,"Mac Thornberry: “We cannot fix Syria...We have to work with our allies to try to keep a lid on things."" https://t.co/VaXqZgzSTW",@FoxNews
52,0.3612,2018-04-09 14:12:15,0.0,0.706,0.294,52,Tony Robbins apologizes for #MeToo comments https://t.co/NDTXRdhvmr,@FoxNews
53,0.34,2018-04-09 14:08:49,0.0,0.854,0.146,53,"Mac Thornberry: ""Syria is a cauldron of security concerns for all sorts of countries.” https://t.co/UjnLduMUV4 https://t.co/b3lTjMkMql",@FoxNews
54,0.3818,2018-04-09 14:05:35,0.0,0.88,0.12,54,"RT @FoxBusiness: .@SecretaryPerry: ""Now, because of American innovation, American technology, we are now in the driver's seat when it comes…",@FoxNews
55,0.4336,2018-04-09 14:05:23,0.0,0.856,0.144,55,"RT @FoxBusiness: .@SecretaryPerry: ""Fracking, horizontal drilling completely changed the dynamic out there in the world from the standpoint…",@FoxNews
56,0.4939,2018-04-09 14:04:13,0.0,0.789,0.211,56,"Meghan Markle, Prince Harry ask for donations to charities as wedding gifts https://t.co/UPI4eSKubw",@FoxNews
57,0.0,2018-04-09 14:01:51,0.0,1.0,0.0,57,Homeless residents brag about makeshift 'mansion' near Seattle's famed Space Needle https://t.co/O3WadCSrqE,@FoxNews
58,-0.5423,2018-04-09 13:12:00,0.243,0.757,0.0,58,"Facebook must shape up, or it will be 'broken up,' senator warns https://t.co/Q8Rozj7Hrr #fntech (via @christocarbone)",@FoxNews
59,-0.7096,2018-04-09 13:01:08,0.33,0.67,0.0,59,Topless woman charges at Bill Cosby as he arrives for sex assault retrial https://t.co/7ekE4V4H7F,@FoxNews
60,0.0,2018-04-09 12:59:25,0.0,1.0,0.0,60,".@SecretaryPerry: “You’ve got to have boots on the ground, you’ve got to have the technologies, that’s the reason t… https://t.co/nGnZTfWihb",@FoxNews
61,-0.5859,2018-04-09 12:52:15,0.348,0.652,0.0,61,73-year-old survives crash through brick wall and down 10-foot drop https://t.co/JH9HTBtN4u,@FoxNews
62,0.6808,2018-04-09 12:30:27,0.0,0.763,0.237,62,.@ScottWalker: “We protect our shores and our borders and I applaud the president for stepping up to take on illega… https://t.co/p97zi26qGq,@FoxNews
63,-0.0747,2018-04-09 12:10:12,0.145,0.727,0.128,63,Hackers hit Iran with US flag and 'Don't mess with our elections' warning https://t.co/Wp8Qc5G4Si,@FoxNews
64,0.6124,2018-04-09 11:46:36,0.0,0.688,0.312,64,.@GovAbbott on @foxandfriends: “Texas wants to ensure that we secure the border.” https://t.co/fwGehxeoqM,@FoxNews
65,0.7713,2018-04-09 11:45:07,0.0,0.718,0.282,65,".@GovAbbott: ""The people of Texas are very appreciative that the president of the United States has recognized this… https://t.co/kMRze2Y37o",@FoxNews
66,0.0,2018-04-09 11:32:36,0.0,1.0,0.0,66,Ronald Vitello: “Consequences matter…We need to reduce the activity level at the border.” @foxandfriends https://t.co/IfOPglGQfx,@FoxNews
67,0.0,2018-04-09 11:26:49,0.0,1.0,0.0,67,Cooler than average temperatures continue for the Midwest and Northeast (via @JaniceDean) https://t.co/ci8Hm7Q6Of,@FoxNews
68,0.0,2018-04-09 11:25:01,0.0,1.0,0.0,68,"JUST IN: Florida GOP Gov. Rick Scott running for Senate, report says https://t.co/hQgoeiQpsb",@FoxNews
69,0.4019,2018-04-09 11:23:38,0.0,0.856,0.144,69,Ronald Vitello on @USNationalGuard at the southern border: “They’re going to help us by adding capacity.”… https://t.co/oiOA1sIqWU,@FoxNews
70,-0.5574,2018-04-09 11:05:02,0.295,0.591,0.114,70,".@RalphNorman: “I believe that the only thing that stops a bad guy with a gun, is a good guy with a gun.” https://t.co/eboQAn54i6",@FoxNews
71,0.0772,2018-04-09 10:58:23,0.0,0.925,0.075,71,"OPINION: Want jobs? Nebraska reforms have more people working, fewer on welfare and food stamps (via… https://t.co/t9QPR8HRKx",@FoxNews
72,-0.9062,2018-04-09 10:32:14,0.468,0.532,0.0,72,.@LindseyGrahamSC on the suspected Syria chemical attack: “I think now [Assad] is a legitimate war criminal in the… https://t.co/nunsCfmgbG,@FoxNews
73,-0.8402,2018-04-09 10:28:47,0.417,0.583,0.0,73,.@LindseyGrahamSC on the suspected Syria chemical attack: “We should make [Assad] pay a heavy price by destroying h… https://t.co/e9yFdSIgWJ,@FoxNews
74,-0.802,2018-04-09 10:28:05,0.474,0.526,0.0,74,Army identifies 2 killed in helicopter crash in Kentucky https://t.co/O2k3izcQvA https://t.co/wWVEuIaCpL,@FoxNews
75,-0.7003,2018-04-09 10:07:05,0.326,0.674,0.0,75,Russia blames Israel for deadly airstrike on Assad base after alleged chemical attack https://t.co/ttl3yWlLZf,@FoxNews
76,-0.6249,2018-04-09 09:56:41,0.287,0.622,0.091,76,.@RLHeinrichs on the Syria chemical attack: “You can’t allow chemical weapons to continue being used.”… https://t.co/CnW8ZaedJP,@FoxNews
77,0.0,2018-04-09 09:41:32,0.0,1.0,0.0,77,Sen. Jeff Flake's son seeks new civil trial against Joe Arpaio https://t.co/rqc9nLB9Tm https://t.co/RhieDXVfYz,@FoxNews
78,0.0,2018-04-09 09:35:10,0.0,1.0,0.0,78,Texas Begins Deploying Troops to the Border https://t.co/9gYLu12hvH https://t.co/VsUSbZhUtE,@FoxNews
79,-0.128,2018-04-09 09:16:10,0.147,0.736,0.117,79,South Carolina reps introduce bill to allow debate on secession over gun laws https://t.co/xa9m1r0ptu,@FoxNews
80,-0.5423,2018-04-09 09:01:54,0.163,0.837,0.0,80,"Democratic strategist Chuck Rocha: ""Nobody in America wants anybody coming here who wants to do harm to America."" https://t.co/MYBFQmnRBu",@FoxNews
81,-0.4019,2018-04-09 09:00:00,0.229,0.684,0.087,81,.@larry_kudlow tries to calm trade war fears but says #Trump 'not bluffing' about China tariffs https://t.co/dUUt2Xc9G6,@FoxNews
82,-0.5423,2018-04-09 08:55:00,0.259,0.741,0.0,82,New high-speed Florida train kills 4th person since launching service https://t.co/bQAcrPIa3x,@FoxNews
83,-0.7003,2018-04-09 08:50:00,0.326,0.674,0.0,83,Russia blames Israel for deadly airstrike on Assad base after alleged chemical attack https://t.co/ttl3yWDmQN,@FoxNews
84,-0.4404,2018-04-09 08:42:00,0.172,0.828,0.0,84,".@RepMcCaul: ""I remember @JohnKerry saying, 'We took all their chemical weapons away.' Obviously not."" https://t.co/x7G1yQlN19",@FoxNews
85,0.0,2018-04-09 08:40:19,0.0,1.0,0.0,85,".@NanHayworth: ""Extreme vetting, which has been applied to targeted nations that we know are the sources of terror… https://t.co/OV0e9TAMSN",@FoxNews
86,0.0,2018-04-09 08:37:00,0.0,1.0,0.0,86,Child advocates ask FTC to investigate YouTube https://t.co/vZEB4ezBGD,@FoxNews
87,0.0,2018-04-09 08:32:40,0.0,1.0,0.0,87,Texas begins deploying troops to southern border https://t.co/iKj4LWihu4,@FoxNews
88,0.7783,2018-04-09 08:32:00,0.0,0.657,0.343,88,"On @foxandfriends, @cvpayne praised President @realDonaldTrump's economic policies and their positive results for A… https://t.co/Cos9MFoHLP",@FoxNews
89,-0.7506,2018-04-09 08:30:09,0.314,0.686,0.0,89,"Delta passenger suffered 'painful' cartilage damage after child on flight repeatedly kicked her, she claims https://t.co/bcvwOCIhxd",@FoxNews
90,-0.4404,2018-04-09 08:22:21,0.233,0.661,0.106,90,"National security analyst Ryan Mauro on Syrian chemical attack: ""I see no other option besides military action.""… https://t.co/mbBmTmeoQH",@FoxNews
91,0.0,2018-04-09 08:21:00,0.0,1.0,0.0,91,States sending troops to Mexico border. https://t.co/Zep3xNOoPF,@FoxNews
92,-0.7184,2018-04-09 08:18:00,0.273,0.727,0.0,92,".@TheRealJohnHCox: ""This criminal idea of the sanctuary state movement - the people are upset about this because it… https://t.co/EGULsWk376",@FoxNews
93,-0.0747,2018-04-09 08:16:41,0.145,0.727,0.128,93,Hackers hit Iran with US flag and 'Don't mess with our elections' warning https://t.co/Wp8Qc5XGgS,@FoxNews
94,-0.802,2018-04-09 08:09:05,0.474,0.526,0.0,94,Army identifies 2 killed in helicopter crash in Kentucky https://t.co/O2k3izcQvA https://t.co/Zy0NMuT2el,@FoxNews
95,0.0,2018-04-09 08:06:02,0.0,1.0,0.0,95,The lava lake at the summit of Hawaii’s Kilauea Volcano bubbled and spat on the morning of April 4. The USGS Hawaii… https://t.co/edPWaWO7Fp,@FoxNews
96,0.5719,2018-04-09 08:00:01,0.0,0.821,0.179,96,".@SarahPalinUSA: ""This is unprecedented— all those elements of a perfect storm against the will of the people havin… https://t.co/50FsSD8zBl",@FoxNews
97,-0.4767,2018-04-09 07:55:00,0.193,0.807,0.0,97,"Arizona mom arrested after toddler ate THC-laced mac and cheese, cops say https://t.co/jQii3c6P4C https://t.co/K5C9IRUSRU",@FoxNews
98,0.25,2018-04-09 07:50:00,0.0,0.9,0.1,98,"DOG OF ALL TRADES: Besides being a detection dog, Belle doubles as a fetch expert, showcasing advanced skill by sna… https://t.co/WEJxOK3WHA",@FoxNews
99,0.6249,2018-04-09 07:49:00,0.0,0.814,0.186,99,".@larry_kudlow: ""Look, [@POTUS is] great negotiator. He has a whole history of that. But in this process, tariffs h… https://t.co/ddr3vFEmn4",@FoxNews
0,-0.1027,2018-04-09 21:32:04,0.235,0.542,0.223,0,"A Brooklyn man's mind began to unravel after the police fatally shot his best friend. 10 years later, he died the s… https://t.co/eOOcJBjhZQ",@nytimes
1,-0.2732,2018-04-09 21:17:06,0.174,0.618,0.208,1,"RT @ABarnardNYT: New court papers contend top Syrian security officials deliberately tracked &amp; killed journalist Marie Colvin in 2012, part…",@nytimes
2,0.0,2018-04-09 21:00:07,0.0,1.0,0.0,2,"🤫
https://t.co/ivXQVRb3TB",@nytimes
3,0.5106,2018-04-09 20:50:07,0.0,0.875,0.125,3,"RT @MarkLandler: “A pleasant guy can still end up urging someone to use nukes, just as an irascible guy can.” @peterbakernyt  on John Bolto…",@nytimes
4,0.0,2018-04-09 20:40:12,0.0,1.0,0.0,4,One NYT reader's reaction to President Trump saying he'll decide whether to retaliate militarily for the suspected… https://t.co/36rThr8Anf,@nytimes
5,0.0258,2018-04-09 20:30:14,0.114,0.769,0.117,5,"RT @nytimesworld: The pope issued a 103-page document on Monday, declaring that caring for migrants and the poor was as sacred as ""our defe…",@nytimes
6,0.0258,2018-04-09 20:20:05,0.0,0.939,0.061,6,Many people taking antidepressants are saying they cannot quit because of withdrawal symptoms they were never warne… https://t.co/t0vZnfpiPB,@nytimes
7,0.0,2018-04-09 20:10:06,0.0,1.0,0.0,7,"RT @coopnytimes: How a Philly cheesesteak goes from the grill to @CarnegieHall, with @PhilOrch and  @nezetseguin, via @todopera  https://t.…",@nytimes
8,-0.3818,2018-04-09 20:06:34,0.184,0.746,0.07,8,"RT @kevinroose: Scoop: Mark Zuckerberg personally emailed activists in Myanmar last week, after they accused him of inaction toward FB-fuel…",@nytimes
9,0.0,2018-04-09 20:04:49,0.0,1.0,0.0,9,"Breaking News: The FBI raided the office of President Trump’s personal lawyer, seizing records on many topics, incl… https://t.co/bacTToVwCx",@nytimes
10,0.0,2018-04-09 20:02:36,0.0,1.0,0.0,10,"RT @amyfiscus: NEW: Federal agents raided the office today of Michael Cohen, Trump’s lawyer https://t.co/dOoQMEY2rO",@nytimes
11,0.0,2018-04-09 20:00:09,0.0,1.0,0.0,11,"“We didn’t take a broad enough view of our responsibility, and that was a big mistake,” Mark Zuckerberg wrote in hi… https://t.co/2anbudHMd5",@nytimes
12,-0.5574,2018-04-09 19:50:06,0.184,0.816,0.0,12,"As evidenced by its latest trailer, “Solo: A Star Wars Story” will be far from a solo mission https://t.co/t4BjrBHHxw",@nytimes
13,0.3612,2018-04-09 19:40:03,0.0,0.889,0.111,13,"“New York in the early ’80s was like the wild, wild West; anything could happen, there was so much possibility.” https://t.co/vE2Mo4hkRt",@nytimes
14,0.0,2018-04-09 19:30:05,0.0,1.0,0.0,14,RT @SteveLohr: What European-style privacy rules may mean for Facebook. https://t.co/Vya2AgcDuy @NatashaNYT explains,@nytimes
15,-0.296,2018-04-09 19:20:06,0.104,0.896,0.0,15,A body found floating near the California coast may belong to one of the 3 teenagers still missing after their fami… https://t.co/lylvDA3rc1,@nytimes
16,-0.6486,2018-04-09 19:10:06,0.202,0.798,0.0,16,"Congestion pricing was a major priority for the governor, businesses and activists. Now it’s nearly dead. The obsta… https://t.co/o9C5BoCqkW",@nytimes
17,0.8126,2018-04-09 19:00:07,0.0,0.72,0.28,17,"RT @jazzedloon: I interviewed Cynthia Nixon, who loves New York State almost as much as she loves talking spicy about Cuomo https://t.co/f5…",@nytimes
18,0.0,2018-04-09 18:50:05,0.0,1.0,0.0,18,It's simple but loaded with flavor https://t.co/N8VwOWA1ow,@nytimes
19,-0.3716,2018-04-09 18:40:03,0.201,0.679,0.12,19,"There’s something admirable about a show so defiantly opposed to change, but something frustrating, too https://t.co/Pmd3iO9LoU",@nytimes
20,-0.4404,2018-04-09 18:30:11,0.116,0.884,0.0,20,"RT @SopanDeb: At the end of 2017, Hank Azaria responded to criticism of Apu from @harikondabolu as ""upsetting."" So the show finally respond…",@nytimes
21,-0.3182,2018-04-09 18:20:03,0.113,0.887,0.0,21,"In a study across 28 companies, 76% of critical feedback given to women included comments on her personality (e.g.,… https://t.co/TUalWjJUQ1",@nytimes
22,-0.4019,2018-04-09 18:06:33,0.114,0.886,0.0,22,"Breaking News: The federal deficit is set to rise sharply, topping $1 trillion by 2020, in the first CBO estimate s… https://t.co/sinJOmbQea",@nytimes
23,0.0,2018-04-09 18:00:21,0.0,1.0,0.0,23,"President Trump ""is always speaking to a proximate audience; unlike other presidents, the speaking, not the speech,… https://t.co/wImyJJ353V",@nytimes
24,0.4019,2018-04-09 17:50:03,0.0,0.881,0.119,24,RT @MichaelPaulson: NYC playbills from the 18th and 19th centuries will be digitized and searchable at @MuseumofCityNY with boost from @NEH…,@nytimes
25,0.0,2018-04-09 17:40:10,0.0,1.0,0.0,25,President Trump said that he will meet with Kim Jong-un in May or early June https://t.co/c0x2DD3Qs2,@nytimes
26,-0.1027,2018-04-09 17:30:09,0.154,0.75,0.096,26,"“It was my mistake, and I’m sorry. I started Facebook, I run it, and I’m responsible for what happens here,” Mark Z… https://t.co/BnvctJCv1N",@nytimes
27,0.2621,2018-04-09 17:20:09,0.0,0.886,0.114,27,"Cynthia Nixon: ""We built the Erie Canal! We can’t fix the subway? Are you kidding me?"" https://t.co/urfn3iJWvz",@nytimes
28,-0.296,2018-04-09 17:10:06,0.091,0.909,0.0,28,RT @AllMattNYT: The Facebook app used to harvest data for Cambridge Analytica had one function: to scrape profile data. There was no “in-ap…,@nytimes
29,0.0,2018-04-09 17:00:21,0.0,1.0,0.0,29,Why you should get the new shingles vaccine https://t.co/xaK1AGl8up,@nytimes
30,0.4927,2018-04-09 16:50:07,0.0,0.803,0.197,30,"Move over, Elsa. The most entertaining ice queen on Broadway is Regina George. https://t.co/ONSXYvF14Z",@nytimes
31,-0.5574,2018-04-09 16:45:06,0.173,0.827,0.0,31,RT @readercenter: Confused about the trade conflict between the U.S. and China? Tweet us your questions and we will answer some LIVE from t…,@nytimes
32,0.3182,2018-04-09 16:40:06,0.0,0.901,0.099,32,"""Perhaps for the first time in a very long time, maybe the first time ever, people are beginning to entertain the p… https://t.co/LwHMBJRCRt",@nytimes
33,0.25,2018-04-09 16:30:05,0.094,0.769,0.137,33,"RT @jasondhorowitz: In major document on holiness, Pope Francis, seeming to brushback conservative critics, says caring for migrants and th…",@nytimes
34,0.0,2018-04-09 16:20:07,0.0,1.0,0.0,34,How Mark Zuckerberg is cramming for his congressional hearings https://t.co/BZaWkSmwz8,@nytimes
35,0.0,2018-04-09 16:10:05,0.0,1.0,0.0,35,Uber found that people who use Jump Bikes travel about the same distance as people who use the company's app to rid… https://t.co/vo7p9mA6qo,@nytimes
36,0.0,2018-04-09 16:06:45,0.0,1.0,0.0,36,Breaking News: President Trump said he’ll decide in the next 24 to 48 hours whether to retaliate militarily for the… https://t.co/pm5f4zhHkT,@nytimes
37,0.3612,2018-04-09 16:00:07,0.0,0.878,0.122,37,“Something that started decades ago and was applauded and inoffensive is now politically incorrect. What can you do… https://t.co/5ZevGIUUfN,@nytimes
